0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
0,0.74508,2.5738,4.7561,7.0111,9.3256,11.7,14.134,16.63,19.189,21.811,24.499,27.252,30.073,32.963,35.923,38.954,42.058,45.237,48.491,51.822,51.232,58.722,62.293,65.948,69.687,73.513,77.426,81.429,85.522,89.709,93.99,98.368,102.84,107.41,112.09,116.86,121.74,126.73,131.84,137.06,142.4,147.87,153.47,159.2,165.07,171.08,177.24,183.55,190.02,196.64,203.42,210.38,217.5,224.79,232.26,239.9,247.72,255.71,263.89,272.24,280.77,289.49,298.38,307.46,316.72,326.16,335.79,345.62,355.63,365.84,376.26,386.87,397.71,408.75,420.02,431.52,443.26,455.23,467.46,479.94,492.66,505.64,518.85,532.33,546.09,560.12,574.43,589.01,603.87,619.01,634.44,650.16,666.17,682.48,699.08,715.98,733.17,750.68,768.49,786.61,805.02,823.74,842.76,862.08,881.69,901.61,921.84,942.37,963.22,984.38,1005.9,1027.7,1049.8,1072.3,1095.1,1118.3,1141.8,1165.6,1189.9,1214.5,1239.4,1264.7,1290.5,1316.6,1343,1369.9,1397.2,1425,1453.1,1481.7,1510.7,1540.1,1570,1600.4,1631.2,1660.3,1687.4,1713.8,1739.9,1765.9,1791.9,1818.2,1844.8,1871.1,1899.1,1926.9,1955,1983.5,2012.4,2041.8,2071.5,2101.7,2132.3,2163.4,2194.9,2226.9,2259.3,2292.3,2325.7,2359.6,2394,2424.9,2431,2427.9,2428,2430.4,2433.7,2437.6,2441.8,2446.3,2450.8,2455.4,2460,2464.6,2469.3,2474,2478.7,2483.5,2488.2,2493.1,2497.9,2502.8,2507.7,2512.6
